x,y,angle,velocity,spin
0.0, 0.0, 0.0, 0.0, 0.0
0.5135143890976905, 0.0, 0.0, 1.691091537475586, -0.0
1.0381136909127235, 0.0, 0.0, 1.881854772567749, -0.0
1.6258711054921149, 0.0, 0.0036090388894081116, 1.9901260137557983, 0.4073055684566498
2.22062655401788, 0.04641548604886776, 0.20906634628772736, 1.974658727645874, 0.8249226808547974
2.7844529506201696, 0.23253165865563766, 0.4769084453582764, 1.9901260137557983, 0.9177265763282776
3.2792452511638626, 0.5643601590873027, 0.7488751620054245, 1.9901260137557983, 0.9177265763282776
3.66715458047302, 1.0140243408094838, 1.0079524576663972, 1.9901260137557983, 0.8507015705108643
3.9271925866407194, 1.5478344278961904, 1.2742478251457212, 1.9901260137557983, 0.9022592306137084
4.036268125125861, 2.1322658554230243, 1.5420899212360375, 1.9901260137557983, 0.8919476866722107
3.987727955649011, 2.7248676321556906, 1.805034038424492, 1.9901260137557983, 0.8661688566207886
3.788863140686436, 3.286762565680611, 2.018482789769769, 1.9901260137557983, -0.0
3.5301935445769828, 3.8254276564544614, 2.018482789769769, 2.000437498092652, -0.0
3.3130360664838303, 4.277646063289456, 2.018482789769769, 2.0262162685394287, -0.0
3.1009970909878777, 4.736724754079966, 1.919234279729426, 2.0262162685394287, -1.025997519493103
2.9900894334504713, 5.227759434417639, 1.5665798285976054, 2.0262162685394287, -1.8354531526565552
3.087850232597213, 5.720424828077038, 1.073430685140193, 2.0262162685394287, -2.1035525798797607
3.4141067722951783, 6.100445254870343, 0.5434178868308663, 2.0262162685394287, -2.1138641834259038
3.886734143074571, 6.269443974614185, 0.1172937849536538, 2.0262162685394287, -0.9383496642112732
4.3907156646877965, 6.294819374950492, 0.01495179031044244, 2.0262162685394287, -0.0
4.8972131112684885, 6.302392982948207, 0.01495179031044244, 2.0262162685394287, -0.0
5.40284279544683, 6.3138356188900735, 0.054651194624602786, 2.0262162685394287, 0.32996904850006104
5.9064277896192525, 6.365080453988409, 0.2010749651119113, 2.0262162685394287, 0.8403900265693665
6.390179921726975, 6.511317496293361, 0.4511296613141895, 2.0262162685394287, 1.165203332901001
6.813444816599923, 6.785805571821459, 0.7782630844041706, 2.0262162685394287, 1.438459038734436
7.116112851697853, 7.1884680540355435, 1.1517983837053178, 2.0262162685394287, 1.505483865737915
7.250017603250934, 7.674061590030018, 1.525849257223308, 2.0262162685394287, 1.4539262056350708
7.2012033098587125, 8.175746271328743, 1.854271618835628, 2.0262162685394287, 0.5929132699966431
7.0376904026137925, 8.65085577524775, 1.9416618784889577, 1.9901260137557983, 0.07218077778816223
6.8186953049013095, 9.20904880364626, 1.945270917378366, 2.000437498092652, 0.20107501745224
6.551765592621526, 9.744533152088547, 2.223682338558137, 2.000437498092652, 1.2580071687698364
6.120428113667798, 10.156166755767114, 2.597217667661607, 2.000437498092652, 1.2580071687698364
5.569026338589707, 10.381634093644251, 2.9699796205386515, 2.000437498092652, 1.2322282791137695
4.9743090491157, 10.39282001380108, 3.3360390668734907, 2.000437498092652, 1.2322282791137695
4.415084796340394, 10.190175482059814, 3.7015829330310233, 2.000437498092652, 1.2167609930038452
3.9651298771057166, 9.802962852258016, 4.063259965740143, 1.974658727645874, 1.1909821033477783
3.6810524687153436, 9.283368351431935, 4.413336521945895, 1.974658727645874, 0.9692842364311218
3.573643785869757, 8.701840035516868, 4.684787664376199, 1.974658727645874, 0.8403900265693665
3.6194097391985784, 8.112747068801351, 4.937420249544084, 1.974658727645874, 0.8403900265693665
3.811063840759804, 7.5538296436544465, 5.1900528347119685, 1.974658727645874, 0.8507015705108643
4.136711881361848, 7.060821700500594, 5.443716574274005, 1.9643471240997317, 0.8507015705108643
4.575176385802563, 6.665514694771339, 5.696091369353236, 1.974658727645874, 0.8507015705108643
5.0988319271024665, 6.391817928287535, 5.949239531718197, 1.974658727645874, 0.8507015705108643
5.674371178907991, 6.2581458798034015, 6.202387694083156, 1.9643471240997317, 0.8507015705108643
6.2645003791058125, 6.273275846857861, 6.4570825880393405, 1.974658727645874, 0.8507015705108643
6.832459119067343, 6.4362111580064765, 6.7102307504043015, 1.974658727645874, 0.8403900265693665
7.341642193297666, 6.735984344566409, 6.9628633355721865, 1.974658727645874, 0.8507015705108643
7.75947210571104, 7.153755912163257, 7.2160114979371475, 1.974658727645874, 0.8507015705108643
8.059169100036875, 7.662946431437574, 7.470448601804677, 1.974658727645874, 0.8507015705108643
8.220360839220334, 8.231340704811076, 7.7269480114802755, 1.974658727645874, 0.8661688566207886
8.232562400074265, 8.822065020326944, 7.980096170865003, 1.974658727645874, 0.7475861310958862
8.118707846197943, 9.402997573588555, 8.082180342637004, 1.9540356397628784, -0.0
7.986028398929831, 9.976640950738377, 8.069548717699947, 1.9540356397628784, -0.3609038889408112
7.89278597404608, 10.55696828315854, 7.9228671466931715, 1.9643471240997317, -0.6496265530586243
7.901522749253282, 11.144179466567552, 7.717409846745433, 1.9540356397628784, -0.7114957571029663
8.034386623068253, 11.71389392987572, 7.491845045052467, 1.9643471240997317, -0.7888325452804565
8.295536486669688, 12.238338595250507, 7.251844043098388, 1.9540356397628784, -0.7991440892219543
8.672871879411813, 12.684501110366632, 7.012616393528875, 1.9540356397628784, -0.7888325452804565
9.144854994095162, 13.029043264622512, 6.774935475550588, 1.943724036216736, -0.7888325452804565
9.684282282187228, 13.252384070597278, 6.536223403178147, 1.9540356397628784, -0.7991440892219543
10.258899571882676, 13.341802653698617, 6.299315861426287, 1.943724036216736, -0.7888325452804565
10.838722102792381, 13.293873744327795, 6.063181695900849, 1.9282569885253904, -0.7733650207519531
11.390492215227045, 13.111874445154223, 5.8252429997548365, 1.9282569885253904, -0.8146111369132996
11.881875609581588, 12.802157606401966, 5.572868264280252, 1.943724036216736, -0.8507013320922852
12.28010192472815, 12.378297846905346, 5.318173441849639, 1.943724036216736, -0.8507013320922852
12.558532726354823, 11.86770184264724, 5.0616740679368295, 1.943724036216736, -0.8507013320922852
12.697067953711036, 11.304527924974954, 4.8005344783887205, 1.943724036216736, -0.8919475078582764
12.683719288710149, 10.724012240528364, 4.533723581396038, 1.9282569885253904, -0.8919475078582764
12.51917407633132, 10.171971971376404, 4.266912684403357, 1.907633900642395, -0.8661688566207886
12.21846512394382, 9.686323021945901, 4.004741940461097, 1.907633900642395, -0.7888325452804565
11.811630520137225, 9.284891563550431, 3.8606382539495803, 1.907633900642395, -0.0
11.382198256980866, 8.90429165060994, 3.9000798692926737, 1.917945384979248, 0.5413556098937988
10.999602213972368, 8.477363017675593, 4.125386892817912, 1.907633900642395, 0.9435054063796996
10.74304185599684, 7.966886635574823, 4.419265635870395, 1.917945384979248, 0.9847515821456908
10.646569101706886, 7.403298199089901, 4.717526783607898, 1.917945384979248, 0.9950631260871888
10.720967503657992, 6.835903486546072, 5.018365805409847, 1.917945384979248, 1.0105303525924685
10.96092619930288, 6.315867356397443, 5.321524911187586, 1.917945384979248, 0.9950631260871888
11.344660002321296, 5.890663480686406, 5.623652874492105, 1.907633900642395, 1.0105303525924685
11.837493859557915, 5.5998913078215615, 5.926811980269845, 1.917945384979248, 1.0105303525924685
12.393584626394627, 5.469324256216455, 6.227651002071793, 1.917945384979248, 0.9950631260871888
12.963970977836983, 5.508864983945868, 6.526685508154326, 1.917945384979248, 0.9847515821456908
13.498631886989383, 5.71442537634714, 6.8231421371921845, 1.917945384979248, 0.9847515821456908
13.949206304334906, 6.066464459188454, 7.119598766230043, 1.917945384979248, 0.9847515821456908
14.277197736954784, 6.5348238785674715, 7.4160553952679, 1.917945384979248, 0.9847515821456908
14.454678016188574, 7.077901560890125, 7.707356246374543, 1.917945384979248, 0.9692842364311218
14.469449585118706, 7.650106726233218, 7.997110362909727, 1.917945384979248, 0.958972692489624
14.320529780417823, 8.203365849584982, 8.28325544204562, 1.907633900642395, 0.9435054063796996
14.025988825407145, 8.692794929059843, 8.521194090507915, 1.907633900642395, 0.07218077778816223
13.670506297821579, 9.141289766252276, 8.520162936858824, 1.907633900642395, -0.11858247965574265
13.340088399099493, 9.602892931539166, 8.352084957249456, 1.881854772567749, -1.1909821033477783
13.155167965987985, 10.132926507595664, 7.947099463827902, 1.881854772567749, -1.4333031177520752
13.202752899145336, 10.69181286059318, 7.518913029320532, 1.881854772567749, -1.4436146020889282
13.479309639470484, 11.179010168996685, 7.0827351437881525, 1.881854772567749, -1.4436146020889282
13.93632542388884, 11.502826017449253, 6.640370349772269, 1.881854772567749, -1.4951722621917725
14.488232241306797, 11.596948613298476, 6.186920611746603, 1.881854772567749, -1.5106399059295654
15.025277174703989, 11.438977690039268, 5.729346285946662, 1.881854772567749, -1.5209513902664185
15.436519887775738, 11.059305117391279, 5.2686785267665925, 1.881854772567749, -1.5209513902664185
15.635815804732001, 10.537400819470124, 4.8020815895870275, 1.871543288230896, -1.6240668296813965
15.572164789110868, 9.984580794063984, 4.3068701611831735, 1.881854772567749, -1.7117146253585815
15.248794608889641, 9.531781951290226, 3.7858799146488256, 1.871543288230896, -1.7890509366989136
14.742207328275425, 9.30531077356561, 3.247617893107228, 1.881854772567749, -1.8096740245819087
14.190805087001046, 9.371353530423054, 2.707293562777333, 1.8560762405395508, -1.7993625402450562
13.756333673793971, 9.7088699751139, 2.162586800940326, 1.871543288230896, -1.8354531526565552
13.560833790035653, 10.224567438306263, 1.6078262673690833, 1.8560762405395508, -1.9024778604507449
