x, y, angle, velocity, spin, velocity_action, spin_action, is_episode_start
14.410692675712585, 52.763089755582314, 6.23801910067071, 0, 0, 0.5, 0.0, 1
14.410692675712585, 52.763089755582314, 6.23801910067071, 1.960256431287867, 0.4845720694515231, 0.5, 0.0, 0
14.528188115100043, 52.75777932074061, 6.267093424837801, 2.022800483985645, 0.5062755935150935, 0.5, 0.0, 0
14.64954043043298, 52.75582636498569, 0.01428465326912054, 1.9315591474495344, 0.6938678813007939, 0.5, 0.0, 0
14.765422155365258, 52.75748180784654, 0.05591672614716817, 1.9751500938872901, 0.445137540348024, 0.5, 0.0, 0
14.88374593938232, 52.764104990771855, 0.08262497856804961, 2.040348098435178, 0.44318433947602776, 0.5, 0.0, 0
15.00574918618511, 52.774208508753965, 0.10921603893661128, 1.9752077715935417, 0.7923475658492505, 0.5, 0.0, 0
15.123555537953626, 52.78712625431817, 0.1567568928875663, 2.0078818347410574, 0.25456810551900605, 0.5, 0.0, 0
15.242551302795782, 52.805933965870864, 0.17203097921870666, 2.056631933215689, 0.4250772269166052, 0.5, 0.0, 0
15.364127758020166, 52.82705767781915, 0.19753561283370297, 1.989879166075828, 0.41411833712622736, 0.5, 0.0, 0
15.481198700985951, 52.85048891887034, 0.2223827130612766, 1.9880725446894894, 0.6010873141338896, 0.5, 0.0, 0
15.597545640817577, 52.876797593987675, 0.25844795190930997, 1.986713202071793, 0.6774552483582559, 0.5, 0.0, 0
15.712789447806022, 52.907263486409214, 0.29909526681080534, 1.9889456707031101, 0.3644305882670537, 0.5, 0.0, 0
15.82682805028763, 52.94242674444474, 0.32096110210682854, 2.020164872829963, 0.4178614062675572, 0.5, 0.0, 0
15.941848074555145, 52.98066588703186, 0.346032786482882, 1.9632319885570095, 0.5003414245617187, 0.5, 0.0, 0
16.052659837730072, 53.0206178653218, 0.3760532719565851, 2.006714396167677, 0.4640489636390505, 0.5, 0.0, 0
16.164649108462914, 53.06483610640801, 0.4038962097749281, 1.9786149036619016, 0.3431403574367006, 0.5, 0.0, 0
16.273813655690798, 53.11149232358971, 0.42448463122113017, 2.023605079712472, 0.580472241566903, 0.5, 0.0, 0
16.384454398100768, 53.161497775153194, 0.45931296571514435, 1.957648409954905, 0.5024905631888285, 0.5, 0.0, 0
16.489739543934363, 53.21357111128595, 0.4894623995064741, 1.944676949987636, 0.3720361202398262, 0.5, 0.0, 0
16.592720192609473, 53.26842867577601, 0.5117845667208637, 2.0570517579213816, 0.4687098118783764, 0.5, 0.0, 0
16.70032933422305, 53.328873159447824, 0.5399071554335663, 2.063313183107085, 0.6125342566789861, 0.5, 0.0, 0
16.80651854103905, 53.392512714800525, 0.5766592108343054, 1.9807020582839527, 0.5250036365124194, 0.5, 0.0, 0
16.906142563456132, 53.45730858252931, 0.6081594290250505, 1.9293446515505122, 0.5798448339263383, 0.5, 0.0, 0
17.001147472265384, 53.52344935759451, 0.6429501190606308, 1.9391122517505233, 0.5584238482182309, 0.5, 0.0, 0
17.09426330973268, 53.59320610337844, 0.6764555499537247, 2.014457552203796, 0.39965711247122476, 0.5, 0.0, 0
17.18851533331862, 53.668873119155634, 0.7004349767019982, 2.014632994773886, 0.4217832013742756, 0.5, 0.0, 0
17.28093403056197, 53.74678505901671, 0.7257419687844547, 1.9881807707108101, 0.6653180729429437, 0.5, 0.0, 0
17.370164441274355, 53.82595727511166, 0.7656610531610314, 2.060204809158139, 0.6277736992552131, 0.5, 0.0, 0
17.45927955574484, 53.91162228695053, 0.8033274751163442, 1.969826809887885, 0.6735419368240154, 0.5, 0.0, 0
17.54134047692186, 53.996679848607386, 0.8437399913257851, 1.9879596849895025, 0.6408946361506205, 0.5, 0.0, 0
17.620621089089482, 54.08579621010876, 0.8821936694948224, 2.095860428135217, 0.43424315102620265, 0.5, 0.0, 0
17.70053107456492, 54.182893406693, 0.9082482585563946, 1.9641972083580077, 0.5106228628317734, 0.5, 0.0, 0
17.773025014612404, 54.27581102117136, 0.938885630326301, 1.9676982164873555, 0.5283912798610748, 0.5, 0.0, 0
17.842762708106033, 54.37107520479979, 0.9705891071179655, 2.0260357846297317, 0.5261156846071259, 0.5, 0.0, 0
17.911422648290372, 54.471390548671216, 1.0021560481943932, 1.978930765608876, 0.44230794406408197, 0.5, 0.0, 0
17.975360333950782, 54.57144140305365, 1.0286945248382382, 1.8976577437260587, 0.39049187907856897, 0.5, 0.0, 0
18.034104711555965, 54.66897640079366, 1.0521240375829524, 2.0387152336838867, 0.3987664922080217, 0.5, 0.0, 0
18.094743542367876, 54.775211176137525, 1.0760500271154336, 2.0323476647428, 0.46335530977937645, 0.5, 0.0, 0
18.152642085437368, 54.88253000961897, 1.1038513457021961, 2.033632063361172, 0.4583478228228657, 0.5, 0.0, 0
18.20756972504557, 54.991485634237165, 1.131352215071568, 1.9998730373180598, 0.5618841568582158, 0.5201869010925293, -0.2056405246257782, 0
18.25861885918501, 55.1000773360335, 1.165065264483061, 2.026146740300882, -0.02752253589976858, 0.5201869010925293, -0.2056405246257782, 0
18.30660092064168, 55.211776467569976, 1.163413912329075, 2.0389823781690284, 0.10677661058877896, 0.5201869010925293, -0.2056405246257782, 0
18.3550725056164, 55.324103322545, 1.1698205089644018, 2.070921403680114, 0.12568220434066787, 0.5201869010925293, -0.2056405246257782, 0
18.403571448491554, 55.43850274648055, 1.1773614412248419, 2.0725824499285133, -0.11330567906664119, 0.5201869010925293, -0.2056405246257782, 0
18.451244549313255, 55.55335668981882, 1.1705631004808434, 2.086527407042908, -0.15218236965170295, 0.5201869010925293, -0.2056405246257782, 0
18.50002336375483, 55.66865445690432, 1.1614321583017413, 2.1236627164309936, -0.2785226724884582, 0.5201869010925293, -0.2056405246257782, 0
18.550739756752517, 55.78554604548398, 1.1447207979524339, 2.1312613710741655, 0.05026960035747121, 0.5201869010925293, -0.2056405246257782, 0
18.603590826297005, 55.90198896953952, 1.147736973973882, 2.1092698529204634, 0.2732261730233809, 0.5201869010925293, -0.2056405246257782, 0
18.655548723909416, 56.01738761078143, 1.164130544355285, 2.0431857495744126, -0.17236831685938503, 0.5201869010925293, -0.2056405246257782, 0
18.70403955784407, 56.12998080706998, 1.153788445343722, 2.069447566196838, 0.03490641502065506, 0.5201869010925293, -0.2056405246257782, 0
18.754330431759183, 56.24350717240469, 1.1558828302449613, 2.100421147227989, -0.022575467978588504, 0.5201869010925293, -0.2056405246257782, 0
18.80513257468608, 56.35883934770125, 1.154528302166246, 2.1532162565012545, -0.11656354122448628, 0.5201869010925293, -0.2056405246257782, 0
18.85737175376381, 56.47699980242035, 1.1475344896927768, 2.1045742242945313, 0.10631424138924461, 0.5201869010925293, -0.2056405246257782, 0
18.909237296722324, 56.59213104513775, 1.1539133441761316, 2.0786031962325953, -0.20840825788819015, 0.5201869010925293, -0.2056405246257782, 0
18.959736424602127, 56.70616598089858, 1.1414088487028402, 2.079877839632569, -0.10779559023500916, 0.5201869010925293, -0.2056405246257782, 0
19.01168935573898, 56.81963008767403, 1.1349411132887397, 2.0221761365816153, 0.05346242915252612, 0.5201869010925293, -0.2056405246257782, 0
19.062913400517072, 56.92961737791735, 1.1381488590378912, 2.1052342710138916, 0.07505503856297774, 0.5201869010925293, -0.2056405246257782, 0
19.11587382702605, 57.04429271978757, 1.1426521613516698, 2.0535264422668225, 0.19935525215704616, 0.5201869010925293, -0.2056405246257782, 0
19.1670292072432, 57.156382960805956, 1.1546134764810925, 2.0991070045312323, -0.07446826784738614, 0.5201869010925293, -0.2056405246257782, 0
19.217945830260728, 57.27157843936215, 1.1501453804102493, 2.059394493416387, 0.1085961276652795, 0.5201869010925293, -0.2056405246257782, 0
19.268403640259237, 57.38437023807289, 1.156661148070166, 2.053450893877153, -0.15590607879789414, 0.5201869010925293, -0.2056405246257782, 0
19.317981957523347, 57.49716194220973, 1.1473067833422925, 2.048067538770794, -0.14976692646893172, 0.5201869010925293, -0.2056405246257782, 0
19.368480449478263, 57.60919047708544, 1.1383207677541567, 2.102695539050414, -0.053263616624737886, 0.5201869010925293, -0.2056405246257782, 0
19.421357319556016, 57.723736622016524, 1.1351249507566725, 2.1022552353941317, 0.2658240010746229, 0.5201869010925293, -0.2056405246257782, 0
19.47458883851092, 57.83808924707964, 1.1510743908211498, 2.130752836122364, -0.017421688225449924, 0.5201869010925293, -0.2056405246257782, 0
19.526686581475822, 57.95483774905323, 1.1500290895276228, 2.063269129072475, -0.10137068672418892, 0.5201869010925293, -0.2056405246257782, 0
19.577252466018383, 58.06783587964294, 1.1439468483241715, 2.118189502417919, -0.14784177994277928, 0.5201869010925293, -0.2056405246257782, 0
19.629868931526488, 58.18352392536413, 1.1350763415276048, 2.1346244841750406, 0.07535780085490648, 0.5201869010925293, -0.2056405246257782, 0
19.683925721183623, 58.29963465514543, 1.1395978095788992, 2.1043494895160935, 0.002103331474519717, 0.5201869010925293, -0.2056405246257782, 0
19.736697745066106, 58.41433838604309, 1.1397240094673704, 2.0899890023558805, 0.00504056404831435, 0.5201869010925293, -0.2056405246257782, 0
19.7890952652389, 58.52826597000601, 1.1400264433102694, 2.09890216008321, 0.022513505681343582, 0.5201869010925293, -0.2056405246257782, 0
19.841681639750064, 58.64269532906713, 1.14137725365115, 2.049839199499517, 0.24252946229201158, 0.5201869010925293, -0.2056405246257782, 0
19.892887773671987, 58.75451911243394, 1.1559290213886706, 2.134147170782829, -0.07472001260066477, 0.5201869010925293, -0.2056405246257782, 0
19.94450022307472, 58.871705536537874, 1.1514458206326308, 2.061288160901463, 0.055521288904967665, 0.5201869010925293, -0.2056405246257782, 0
19.994857573828103, 58.9846666325014, 1.154777097966929, 2.078583290502903, -0.1498620951632855, 0.5201869010925293, -0.2056405246257782, 0
20.045257702113034, 59.098744052058784, 1.1457853722571318, 2.0624927800128443, 0.10145606778789644, 0.5201869010925293, -0.2056405246257782, 0
20.096283455255367, 59.211484141643794, 1.1518727363244057, 2.0178738475688953, -0.15917963692380188, 0.5201869010925293, -0.2056405246257782, 0
20.145532978972582, 59.32208711595532, 1.1423219581089776, 2.129854392750416, 0.047400052301711, 0.5201869010925293, -0.2056405246257782, 0
20.19862814952829, 59.4383261365431, 1.1451659612470804, 2.06728450734955, -0.14755307886700475, 0.5201869010925293, -0.2056405246257782, 0
20.24984243414224, 59.551296450763516, 1.13631277651506, 2.1285868841575377, 0.11802832806952021, 0.5025143623352051, -0.21941789984703064, 0
20.303603130384158, 59.66714533156886, 1.1433944761992312, 2.0031321408447207, -0.23830298936708322, 0.5025143623352051, -0.21941789984703064, 0
20.35342196049675, 59.7765218478394, 1.1290962968372062, 1.9940326458776276, -0.02795786611120399, 0.5025143623352051, -0.21941789984703064, 0
