x,y,th,vel,w,v_cmd,w_cmd
0, 0, 0, 0, 0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0
0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0
0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0
0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0
0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0
0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0
0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0
0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0
0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0
0.0, 0.0, 0.0, -0.0, -0.0, 0.1959192454814911, -0.0
0.0, 0.0, 0.0, 0.1959192454814911, -0.0, 0.4897978901863098, -0.0
0.009795962274074555, 0.0, 0.0, 0.4897978901863098, -0.0, 0.6238476634025574, -0.0
0.034285856783390044, 0.0, 0.0, 0.6238476634025574, -0.0, 0.7785207629203796, -0.0
0.06547823995351791, 0.0, 0.0, 0.7785207629203796, -0.0, 0.8610131144523621, -0.0
0.1044042780995369, 0.0, 0.0, 0.8610131144523621, -0.0, 0.9074150323867798, -0.0
0.147454933822155, 0.0, 0.0, 0.9074150323867798, -0.0, 0.9538169503211975, -0.0
0.19282568544149398, 0.0, 0.0, 0.9538169503211975, -0.0, 1.1084898710250854, -0.0
0.24051653295755385, 0.0, 0.0, 1.1084898710250854, -0.0, 1.2992533445358276, -0.0
0.2959410265088081, 0.0, 0.0, 1.2992533445358276, -0.0, 1.4539262056350708, -0.0
0.3609036937355995, 0.0, 0.0, 1.4539262056350708, -0.0, 1.5982877016067505, -0.0
0.43360000401735305, 0.0, 0.0, 1.5982877016067505, -0.0, 1.691091537475586, -0.0
0.5135143890976905, 0.0, 0.0, 1.691091537475586, -0.0, 1.7014031410217285, -0.0
0.5980689659714699, 0.0, 0.0, 1.7014031410217285, -0.0, 1.7271819114685059, -0.0
0.6831391230225563, 0.0, 0.0, 1.7271819114685059, -0.0, 1.7374935150146484, -0.0
0.7694982185959816, 0.0, 0.0, 1.7374935150146484, -0.0, 1.7993627786636353, -0.0
0.8563728943467139, 0.0, 0.0, 1.7993627786636353, -0.0, 1.8354531526565552, -0.0
0.9463410332798957, 0.0, 0.0, 1.8354531526565552, -0.0, 1.881854772567749, -0.0
1.0381136909127235, 0.0, 0.0, 1.881854772567749, -0.0, 1.9437240362167358, -0.0
1.132206429541111, 0.0, 0.0, 1.9437240362167358, -0.0, 1.974658727645874, -0.0
1.2293926313519477, 0.0, 0.0, 1.974658727645874, -0.0, 1.9901260137557983, -0.0
1.3281255677342414, 0.0, 0.0, 1.9901260137557983, -0.0, 1.974658727645874, -0.0
1.4276318684220313, 0.0, 0.0, 1.974658727645874, -0.0, 1.9901260137557983, 0.07218077778816223
1.526364804804325, 0.0, 0.0, 1.9901260137557983, 0.07218077778816223, 1.9901260137557983, 0.4073055684566498
1.6258711054921149, 0.0, 0.0036090388894081116, 1.9901260137557983, 0.4073055684566498, 2.0004374980926514, 0.5929132699966431
1.7253767581377797, 0.0003591213293199552, 0.023974317312240603, 2.0004374980926514, 0.5929132699966431, 1.9901260137557983, 0.7218073010444641
1.8253698897381534, 0.002756847791682314, 0.053619980812072754, 1.9901260137557983, 0.7218073010444641, 1.9901260137557983, 0.7733650207519531
1.9247331792960825, 0.008089817395570277, 0.08971034586429597, 1.9901260137557983, 0.7733650207519531, 1.9901260137557983, 0.7991438508033752
2.023839337777125, 0.017004593203146217, 0.12837859690189363, 1.9901260137557983, 0.7991438508033752, 1.9901260137557983, 0.8146111369132996
2.122526779169556, 0.02974401187058911, 0.1683357894420624, 1.9901260137557983, 0.8146111369132996, 1.974658727645874, 0.8249226808547974
2.2206265540178802, 0.046415486048867756, 0.20906634628772738, 1.974658727645874, 0.8249226808547974, 1.9901260137557983, 0.8919476866722107
2.3172095923388154, 0.06690717791086026, 0.25031248033046727, 1.9901260137557983, 0.8919476866722107, 1.9901260137557983, 0.9022592306137085
2.4136147856869883, 0.0915555566013591, 0.2949098646640778, 1.9901260137557983, 0.9022592306137085, 1.9901260137557983, 0.9280381202697754
2.508825234628303, 0.12047742184138435, 0.34002282619476326, 1.9901260137557983, 0.9280381202697754, 1.9901260137557983, 0.9177265763282776
2.6026345063607708, 0.1536636300247975, 0.386424732208252, 1.9901260137557983, 0.9177265763282776, 1.974658727645874, 0.8919476866722107
2.694803453342561, 0.1911654844967669, 0.4323110610246659, 1.974658727645874, 0.8919476866722107, 1.9901260137557983, 0.9177265763282776
2.78445295062017, 0.23253165865563763, 0.4769084453582764, 1.9901260137557983, 0.9177265763282776, 2.0004374980926514, 0.9177265763282776
2.8728561688420635, 0.27820851148703485, 0.5227947741746903, 2.0004374980926514, 0.9177265763282776, 1.9901260137557983, 0.9022592306137085
2.959517834307346, 0.3281497889859281, 0.5686811029911042, 1.9901260137557983, 0.9022592306137085, 1.9901260137557983, 0.8919476866722107
3.043363033542553, 0.3817360413439468, 0.6137940645217896, 1.9901260137557983, 0.8919476866722107, 1.9901260137557983, 0.9177265763282776
3.124706312600859, 0.43904899649905427, 0.6583914488554001, 1.9901260137557983, 0.9177265763282776, 1.9901260137557983, 0.8919476866722107
3.203413551469203, 0.4999314605284474, 0.704277777671814, 1.9901260137557983, 0.8919476866722107, 1.9901260137557983, 0.9177265763282776
3.2792452511638626, 0.5643601590873027, 0.7488751620054245, 1.9901260137557983, 0.9177265763282776, 1.974658727645874, 0.8764804005622864
3.3521291524654653, 0.6321055707963409, 0.7947614908218383, 1.974658727645874, 0.8764804005622864, 1.9901260137557983, 0.8661688566207886
3.4212871323218144, 0.7025709278795125, 0.8385855108499527, 1.9901260137557983, 0.8661688566207886, 1.9901260137557983, 0.8403900265693665
3.487808631443346, 0.776573590204546, 0.8818939536809921, 1.9901260137557983, 0.8403900265693665, 1.974658727645874, 0.8403900265693665
3.551063817458402, 0.853386904927773, 0.9239134550094604, 1.974658727645874, 0.8403900265693665, 1.9901260137557983, 0.8403900265693665
3.6105703531487965, 0.9321724679250497, 0.9659329563379287, 1.9901260137557983, 0.8403900265693665, 1.9901260137557983, 0.8507015705108643
3.6671545804730195, 1.0140243408094838, 1.0079524576663972, 1.9901260137557983, 0.8507015705108643, 1.9901260137557983, 0.8764804005622864
3.720250498646611, 1.0981809053179767, 1.0504875361919404, 1.9901260137557983, 0.8764804005622864, 1.9901260137557983, 0.9022592306137085
3.7697198658330295, 1.1845191099943781, 1.0943115562200547, 1.9901260137557983, 0.9022592306137085, 1.9901260137557983, 0.9022592306137085
3.8153592603517072, 1.2729416724122211, 1.13942451775074, 1.9901260137557983, 0.9022592306137085, 1.974658727645874, 0.9022592306137085
3.8569645698327104, 1.3633325021437752, 1.1845374792814254, 1.974658727645874, 0.9022592306137085, 1.974658727645874, 0.8919476866722107
3.8941597882880234, 1.454791282207428, 1.2296504408121107, 1.974658727645874, 0.8919476866722107, 1.9901260137557983, 0.9022592306137085
3.9271925866407185, 1.5478344278961904, 1.2742478251457212, 1.9901260137557983, 0.9022592306137085, 1.9901260137557983, 0.8919476866722107
3.956270428344434, 1.6429973565944105, 1.3193607866764065, 1.9901260137557983, 0.8919476866722107, 1.9901260137557983, 0.9022592306137085
3.9810270602641338, 1.739374807549296, 1.363958171010017, 1.9901260137557983, 0.9022592306137085, 1.9901260137557983, 0.8919476866722107
4.001462319132999, 1.836760145621982, 1.4090711325407024, 1.9901260137557983, 0.8919476866722107, 1.9901260137557983, 0.8919476866722107
4.0174849358648235, 1.9349679845638603, 1.4536685168743129, 1.9901260137557983, 0.8919476866722107, 1.974658727645874, 0.8764804005622864
4.029113260304563, 2.0337925055457147, 1.4982659012079234, 1.974658727645874, 0.8764804005622864, 1.9901260137557983, 0.8919476866722107
4.036268125125862, 2.1322658554230243, 1.5420899212360377, 1.9901260137557983, 0.8919476866722107, 1.9901260137557983, 0.8919476866722107
4.03912420104945, 2.2317311594585902, 1.5866873055696482, 1.9901260137557983, 0.8919476866722107, 1.9901260137557983, 0.8764804005622864
4.037543015086919, 2.3312248965857116, 1.6312846899032587, 1.9901260137557983, 0.8764804005622864, 1.974658727645874, 0.8661688566207886
4.031527711580022, 2.4305492138513682, 1.675108709931373, 1.974658727645874, 0.8661688566207886, 1.9901260137557983, 0.8661688566207886
4.021247311018394, 2.528745476972541, 1.7184171527624126, 1.9901260137557983, 0.8661688566207886, 1.9901260137557983, 0.8661688566207886
4.0066114015792245, 2.627169529070884, 1.761725595593452, 1.9901260137557983, 0.8661688566207886, 1.9901260137557983, 0.8661688566207886
3.987727955649011, 2.724867632155691, 1.8050340384244916, 1.9901260137557983, 0.8661688566207886, 1.9901260137557983, 0.8764804005622864
3.9646323858840757, 2.821656570231289, 1.8483424812555311, 1.9901260137557983, 0.8764804005622864, 1.9901260137557983, 0.8249226808547974
3.9373680040548265, 2.9173548322846705, 1.8921665012836455, 1.9901260137557983, 0.8249226808547974, 1.9901260137557983, 0.8146111369132996
3.9059372590094856, 3.011766760251764, 1.9334126353263854, 1.9901260137557983, 0.8146111369132996, 2.0004374980926514, 0.7630534768104553
3.8706402228635617, 3.1048023615873936, 1.9741431921720505, 2.0004374980926514, 0.7630534768104553, 1.9901260137557983, 0.12373847514390945
3.8313817547222104, 3.1967977317895535, 2.012295866012573, 1.9901260137557983, 0.12373847514390945, 1.9901260137557983, -0.0
3.7888631406864355, 3.286762565680611, 2.018482789769769, 1.9901260137557983, -0.0, 1.9901260137557983, -0.0
3.7457887383952033, 3.3764626199939833, 2.018482789769769, 1.9901260137557983, -0.0, 1.9901260137557983, -0.0
3.702714336103971, 3.4661626743073555, 2.018482789769769, 1.9901260137557983, -0.0, 2.0004374980926514, -0.0
3.659639933812739, 3.5558627286207276, 2.018482789769769, 2.0004374980926514, -0.0, 1.9901260137557983, -0.0
3.6163423491594475, 3.6460275478277167, 2.018482789769769, 1.9901260137557983, -0.0, 1.9901260137557983, -0.0
3.5732679468682154, 3.735727602141089, 2.018482789769769, 1.9901260137557983, -0.0, 2.0004374980926514, -0.0
3.530193544576983, 3.825427656454461, 2.018482789769769, 2.0004374980926514, -0.0, 2.0004374980926514, -0.0
3.4868959599236917, 3.91559247566145, 2.018482789769769, 2.0004374980926514, -0.0, 2.010749101638794, -0.0
3.4435983752704002, 4.005757294868439, 2.018482789769769, 2.010749101638794, -0.0, 2.010749101638794, -0.0
3.400077605674877, 4.096386884342111, 2.018482789769769, 2.010749101638794, -0.0, 2.010749101638794, -0.0
3.3565568360793536, 4.187016473815784, 2.018482789769769, 2.010749101638794, -0.0, 2.0262162685394287, -0.0
3.3130360664838303, 4.277646063289456, 2.018482789769769, 2.0262162685394287, -0.0, 2.0262162685394287, -0.05671324208378792
3.2691805246353045, 4.368972797417021, 2.018482789769769, 2.0262162685394287, -0.05671324208378792, 2.0262162685394287, -0.36090388894081116
3.2253249827867787, 4.460299531544585, 2.0156471276655794, 2.0262162685394287, -0.36090388894081116, 2.0262162685394287, -0.6135363578796387
3.1817285886708935, 4.551750257825611, 1.9976019332185388, 2.0262162685394287, -0.6135363578796387, 2.010749101638794, -0.9538167119026184
3.1397894490666136, 4.643972757718465, 1.9669251153245568, 2.010749101638794, -0.9538167119026184, 2.0262162685394287, -1.025997519493103
3.100997090987878, 4.736724754079967, 1.919234279729426, 2.0262162685394287, -1.025997519493103, 2.0262162685394287, -1.3198761940002441
3.0664065353671917, 4.831947515954882, 1.8679344037547707, 2.0262162685394287, -1.3198761940002441, 2.010749101638794, -1.4848607778549194
3.0367442589241405, 4.928818720517697, 1.8019405940547586, 2.010749101638794, -1.4848607778549194, 2.0262162685394287, -1.5982877016067505
3.013711981666704, 5.0266823709640684, 1.7276975551620126, 2.0262162685394287, -1.5982877016067505, 2.0262162685394287, -1.6240668296813965
2.9978813307791365, 5.126748706010929, 1.6477831700816752, 2.0262162685394287, -1.6240668296813965, 2.0262162685394287, -1.8354531526565552
2.990089433450471, 5.227759434417639, 1.5665798285976054, 2.0262162685394287, -1.8354531526565552, 2.0262162685394287, -1.9488800764083862
2.9905166090468667, 5.32906934725071, 1.4748071709647776, 2.0262162685394287, -1.9488800764083862, 2.0365278720855713, -1.9901262521743774
3.0002264215572456, 5.429913784173367, 1.3773631671443582, 2.0365278720855713, -1.9901262521743774, 2.0262162685394287, -2.0004377365112305
3.019800422919309, 5.529841122300285, 1.2778568545356395, 2.0262162685394287, -2.0004377365112305, 2.0262162685394287, -2.088085651397705
3.0490557152154065, 5.626836012835326, 1.177834967710078, 2.0262162685394287, -2.088085651397705, 2.0262162685394287, -2.1035525798797607
3.0878502325972135, 5.720424828077038, 1.0734306851401927, 2.0262162685394287, -2.1035525798797607, 2.0262162685394287, -2.1396431922912598
3.136186838503529, 5.809461076013999, 0.9682530561462046, 2.0262162685394287, -2.1396431922912598, 2.0262162685394287, -2.1293318271636963
3.193603698193815, 5.892930742004349, 0.8612708965316416, 2.0262162685394287, -2.1293318271636963, 2.0262162685394287, -2.1138641834259033
3.259605039004582, 5.969792331425956, 0.7548043051734568, 2.0262162685394287, -2.1138641834259033, 2.0262162685394287, -2.1138641834259033
3.333400406561815, 6.039205043837498, 0.6491110960021615, 2.0262162685394287, -2.1138641834259033, 2.0262162685394287, -2.1138641834259033
3.414106772295178, 6.100445254870342, 0.5434178868308663, 2.0262162685394287, -2.1138641834259033, 2.0262162685394287, -2.1035525798797607
3.5008233999804106, 6.152829483414202, 0.4377246776595712, 2.0262162685394287, -2.1035525798797607, 2.0262162685394287, -1.9282569885253906
3.592582474909318, 6.195773086959151, 0.33254704866558316, 2.0262162685394287, -1.9282569885253906, 2.0262162685394287, -1.3714338541030884
3.688342866245593, 6.228846163144441, 0.2361341992393136, 2.0262162685394287, -1.3714338541030884, 2.0262162685394287, -1.0053744316101074
3.7868422666618233, 6.252547408573274, 0.1675625065341592, 2.0262162685394287, -1.0053744316101074, 2.0262162685394287, -0.9383496642112732
3.8867341430745714, 6.269443974614185, 0.1172937849536538, 2.0262162685394287, -0.9383496642112732, 2.010749101638794, -0.7269632816314697
3.987348846556255, 6.281299874433575, 0.07037630174309015, 2.010749101638794, -0.7269632816314697, 2.010749101638794, -0.3815269470214844
4.087637432228307, 6.288369489575325, 0.03402813766151666, 2.010749101638794, -0.3815269470214844, 2.0262162685394287, -0.0
4.188116686055518, 6.291789931751407, 0.014951790310442442, 2.0262162685394287, -0.0, 2.0262162685394287, -0.0
4.289416175371657, 6.29330465335095, 0.014951790310442442, 2.0262162685394287, -0.0, 2.0262162685394287, -0.0
4.390715664687796, 6.294819374950493, 0.014951790310442442, 2.0262162685394287, -0.0, 2.0262162685394287, -0.0
4.492015154003934, 6.296334096550036, 0.014951790310442442, 2.0262162685394287, -0.0, 2.0262162685394287, -0.0
4.593314643320073, 6.297848818149579, 0.014951790310442442, 2.0262162685394287, -0.0, 2.0262162685394287, -0.0
4.694614132636212, 6.299363539749122, 0.014951790310442442, 2.0262162685394287, -0.0, 2.0262162685394287, -0.0
4.795913621952351, 6.300878261348665, 0.014951790310442442, 2.0262162685394287, -0.0, 2.0262162685394287, -0.0
4.897213111268489, 6.302392982948208, 0.014951790310442442, 2.0262162685394287, -0.0, 2.0262162685394287, 0.04640192538499832
4.998512600584628, 6.303907704547751, 0.014951790310442442, 2.0262162685394287, 0.04640192538499832, 2.0262162685394287, 0.20107501745224
5.099812089900767, 6.305422426147294, 0.017271886579692357, 2.0262162685394287, 0.20107501745224, 2.010749101638794, 0.2268536388874054
